pos,key_resp.corr,key_resp.rt,,seqRT,ranRT,,,,,,,,,,,,,,,
-50,1,0.7007477,,0.7007477,1.1708061,,,,,,,,,,,,,,,
150,1,0.8648342,,0.8648342,0.8975366,,mean= ,0.636451315,0.773126899,,,,,,,,,,,
50,1,1.0687372,,1.0687372,1.0402942,,difference of means=,0.136675584,,,,,,,,,,,,
-150,1,1.1450536,,1.1450536,1.0608238,,,,,,,,,,,,,,,
-50,1,1.0261989,,1.0261989,0.7063059,,,,,,,,,,,,,,,
150,1,0.8331413,,0.8331413,1.7257696,,,,,,,,,,,,,,,
50,1,0.9525704,,0.9525704,1.6831314,,,,,,,,,,,,,,,
-150,1,0.7025955,,0.7025955,1.0713204,,,,,,,,,,,,,,,
-50,1,0.855475,,0.855475,1.0452316,,,,,,,,,,,,,,,
150,1,0.9184798,,0.9184798,1.2814487,,,,,,,,,,,,,,,
50,1,0.7896638,,0.7896638,0.5513673,,,,,,,,,,,,,,,
-150,1,0.8693136,,0.8693136,0.8638927,,,,,,,,,,,,,,,
-50,1,0.6015343,,0.6015343,0.8534467,,,,,,,,,,,,,,,
150,1,0.8613387,,0.8613387,0.987504,,,,,,,,,,,,,,,
50,1,0.4500519,,0.4500519,0.8637437,,,,,,,,,,,,,,,
-150,1,0.6655452,,0.6655452,0.6451619,,,,,,,,,,,,,,,
-50,1,0.6047762,,0.6047762,0.8086424,,,,,,,,,,,,,,,
150,1,0.7642358,,0.7642358,0.6863838,,,,,,,,,,,,,,,
50,1,0.573095,,0.573095,0.5010818,,,,,,,,,,,,,,,
-150,1,0.5694279,,0.5694279,0.8143727,,,,,,,,,,,,,,,
-50,1,1.1243808,,1.1243808,0.9782581,,,,,,,,,,,,,,,
150,1,0.6384967,,0.6384967,0.7955853,,,,,,,,,,,,,,,
50,1,0.9851987,,0.9851987,0.9304436,,,,,,,,,,,,,,,
-150,1,0.7915072,,0.7915072,1.2275311,,,,,,,,,,,,,,,
-50,1,0.7681564,,0.7681564,1.5754174,,,,,,,,,,,,,,,
150,1,0.9760529,,0.9760529,0.8402115,,,,,,,,,,,,,,,
50,1,0.5584935,,0.5584935,0.8980562,,,,,,,,,,,,,,,
-150,1,0.9088448,,0.9088448,0.7002404,,,,,,,,,,,,,,,
-50,1,0.7343012,,0.7343012,0.8162375,,,,,,,,,,,,,,,
150,1,0.6925787,,0.6925787,1.5014907,,,,,,,,,,,,,,,
50,1,0.6493902,,0.6493902,1.6284693,,,,,,,,,,,,,,,
-150,1,0.8333802,,0.8333802,0.8775246,,,,,,,,,,,,,,,
-50,1,0.6272634,,0.6272634,1.2165525,,,,,,,,,,,,,,,
150,1,0.8320682,,0.8320682,0.5402831,,,,,,,,,,,,,,,
50,1,0.4867157,,0.4867157,0.8543432,,,,,,,,,,,,,,,
-150,1,0.6199791,,0.6199791,0.6233271,,,,,,,,,,,,,,,
-50,1,0.5354787,,0.5354787,0.8421876,,,,,,,,,,,,,,,
150,1,1.0140334,,1.0140334,0.9142737,,,,,,,,,,,,,,,
50,1,0.6578082,,0.6578082,0.7807162,,,,,,,,,,,,,,,
-150,1,0.9279329,,0.9279329,0.885544,,,,,,,,,,,,,,,
-50,1,0.8963421,,0.8963421,0.7418971,,,,,,,,,,,,,,,
150,1,1.0619935,,1.0619935,1.7944124,,,,,,,,,,,,,,,
50,1,0.6852625,,0.6852625,1.1235286,,,,,,,,,,,,,,,
-150,1,0.7665332,,0.7665332,1.3604445,,,,,,,,,,,,,,,
-50,1,0.5360525,,0.5360525,1.2841765,,,,,,,,,,,,,,,
150,1,0.9165631,,0.9165631,0.757223,,,,,,,,,,,,,,,
50,1,0.718844,,0.718844,0.9463329,,,,,,,,,,,,,,,
-150,1,0.6369703,,0.6369703,1.3188865,,,,,,,,,,,,,,,
-50,1,0.4337772,,0.4337772,0.621892,,,,,,,,,,,,,,,
150,1,0.8756739,,0.8756739,1.4828837,,,,,,,,,,,,,,,
50,1,1.1209319,,1.1209319,1.3769681,,,,,,,,,,,,,,,
-150,1,0.8217926,,0.8217926,0.4775512,,,,,,,,,,,,,,,
-50,1,0.6973549,,0.6973549,1.1211665,,,,,,,,,,,,,,,
150,1,0.9904856,,0.9904856,0.8498385,,,,,,,,,,,,,,,
50,1,1.3698303,,1.3698303,0.9489596,,,,,,,,,,,,,,,
-150,1,1.0477606,,1.0477606,1.1700695,,,,,,,,,,,,,,,
-50,1,0.6615041,,0.6615041,1.4198481,,,,,,,,,,,,,,,
150,1,1.1170838,,1.1170838,1.1951026,,,,,,,,,,,,,,,
50,1,0.7226375,,0.7226375,1.0609274,,,,,,,,,,,,,,,
-150,1,0.8337872,,0.8337872,0.6208201,,,,,,,,,,,,,,,
-50,1,0.6211358,,0.6211358,0.9938569,,,,,,,,,,,,,,,
150,1,0.8288204,,0.8288204,0.6620797,,,,,,,,,,,,,,,
50,1,0.8703299,,0.8703299,0.7090691,,,,,,,,,,,,,,,
-150,1,0.7705064,,0.7705064,0.9129859,,,,,,,,,,,,,,,
-50,1,0.8606601,,0.8606601,1.3387603,,,,,,,,,,,,,,,
150,1,0.8420139,,0.8420139,1.879324,,,,,,,,,,,,,,,
50,1,0.7096904,,0.7096904,0.9004552,,,,,,,,,,,,,,,
-150,1,0.6956822,,0.6956822,0.8830964,,,,,,,,,,,,,,,
-50,1,0.7514555,,0.7514555,0.9996983,,,,,,,,,,,,,,,
150,1,0.8301543,,0.8301543,1.0229206,,,,,,,,,,,,,,,
50,1,1.488328,,1.488328,0.9129465,,,,,,,,,,,,,,,
-150,1,0.8274136,,0.8274136,0.7237161,,,,,,,,,,,,,,,
-50,1,1.1975132,,1.1975132,0.7256666,,,,,,,,,,,,,,,
150,1,1.0640933,,1.0640933,1.0060642,,,,,,,,,,,,,,,
50,1,1.1097719,,1.1097719,1.0640356,,,,,,,,,,,,,,,
-150,1,1.1431018,,1.1431018,0.8692396,,,,,,,,,,,,,,,
-50,1,0.7322259,,0.7322259,1.2894073,,,,,,,,,,,,,,,
150,1,0.8692027,,0.8692027,1.1945334,,,,,,,,,,,,,,,
50,1,1.5187855,,1.5187855,1.2108126,,,,,,,,,,,,,,,
-150,1,0.7724868,,0.7724868,1.0021586,,,,,,,,,,,,,,,
-50,1,1.2682347,,1.2682347,0.9780298,,,,,,,,,,,,,,,
150,1,0.9425343,,0.9425343,0.7348927,,,,,,,,,,,,,,,
50,1,1.2041375,,1.2041375,1.0393784,,,,,,,,,,,,,,,
-150,1,0.8797393,,0.8797393,0.8246994,,,,,,,,,,,,,,,
-50,1,0.8516894,,0.8516894,1.3198483,,,,,,,,,,,,,,,
150,1,0.7733765,,0.7733765,0.8669377,,,,,,,,,,,,,,,
50,1,0.8213055,,0.8213055,1.0112508,,,,,,,,,,,,,,,
-150,1,0.7606262,,0.7606262,0.8703029,,,,,,,,,,,,,,,
-50,1,0.6875768,,0.6875768,0.7062299,,,,,,,,,,,,,,,
150,1,0.8304601,,0.8304601,0.7611797,,,,,,,,,,,,,,,
50,1,0.6815583,,0.6815583,0.9597825,,,,,,,,,,,,,,,
-150,1,0.8046736,,0.8046736,0.7708517,,,,,,,,,,,,,,,
-50,1,0.5966365,,0.5966365,1.1314277,,,,,,,,,,,,,,,
150,1,0.9796809,,0.9796809,0.7569505,,,,,,,,,,,,,,,
50,1,1.0916765,,1.0916765,0.8179025,,,,,,,,,,,,,,,
-150,1,0.8871922,,0.8871922,0.8176644,,,,,,,,,,,,,,,
-50,1,1.2165647,,1.2165647,0.9135471,,,,,,,,,,,,,,,
150,1,1.8073681,,1.8073681,0.8509257,,,,,,,,,,,,,,,
50,1,0.7345524,,0.7345524,0.9485744,,,,,,,,,,,,,,,
-150,1,1.3382182,,1.3382182,0.9653014,,,,,,,,,,,,,,,
50,1,1.1708061,,1.5587921,0.3047288,,,,,,,,,,,,,,,
-50,1,0.8975366,,1.1469681,0.3285943,,,,,,,,,,,,,,,
-50,1,1.0402942,,0.6994339,0.8529306,,,,,,,,,,,,,,,
-150,1,1.0608238,,0.3796839,0.5394718,,,,,,,,,,,,,,,
-50,1,0.7063059,,0.3615829,0.9087258,,,,,,,,,,,,,,,
150,1,1.7257696,,0.2879594,0.648992,,,,,,,,,,,,,,,
-50,1,1.6831314,,0.3336268,0.6640089,,,,,,,,,,,,,,,
50,1,1.0713204,,0.3376211,0.4001465,,,,,,,,,,,,,,,
50,1,1.0452316,,0.3455343,0.5208043,,,,,,,,,,,,,,,
50,1,1.2814487,,0.3298544,0.4674806,,,,,,,,,,,,,,,
